CaseID,Amount,FailureReason,SuccessfulPayments,FailedPayments,Attempts,ExpectedAction,AIAction,FinalAction,ExpectedRisk,AIRisk,PolicyApproved,ExpectedOutcome,ActualOutcome
"eval_case_376",58760,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_377",58770,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_378",58780,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_379",58790,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_380",58800,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_381",58810,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_382",58820,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_383",58830,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_384",58840,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_385",58850,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_386",58860,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_387",58870,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_388",58880,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_389",58890,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_390",58900,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_391",58910,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_392",58920,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_393",58930,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_394",58940,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_395",58950,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_396",58960,"Card declined by issuing bank",11,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_397",58970,"Card declined by issuing bank",12,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_398",58980,"Card declined by issuing bank",13,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_399",58990,"Card declined by issuing bank",14,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_400",59000,"Card declined by issuing bank",10,0,0,"ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","ESCALATE_TO_MERCHANT","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_401",4510,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_402",4520,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_403",4530,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_404",4540,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_405",4550,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_406",4560,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_407",4570,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_408",4580,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_409",4590,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_410",4600,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_411",4610,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_412",4620,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_413",4630,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_414",4640,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_415",4650,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_416",4660,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_417",4670,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_418",4680,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_419",4690,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_420",4700,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_421",4710,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_422",4720,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_423",4730,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_424",4740,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_425",4750,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_426",4760,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_427",4770,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_428",4780,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_429",4790,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_430",4800,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_431",4810,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_432",4820,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_433",4830,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_434",4840,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_435",4850,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_436",4860,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_437",4870,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_438",4880,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_439",4890,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_440",4900,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_441",4910,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_442",4920,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_443",4930,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_444",4940,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_445",4950,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_446",4960,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_447",4970,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_448",4980,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_449",4990,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_450",5000,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_451",5010,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_452",5020,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_453",5030,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_454",5040,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_455",5050,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_456",5060,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_457",5070,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_458",5080,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_459",5090,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_460",5100,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_461",5110,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_462",5120,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_463",5130,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_464",5140,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_465",5150,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_466",5160,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_467",5170,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_468",5180,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_469",5190,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_470",5200,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_471",5210,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_472",5220,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_473",5230,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_474",5240,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_475",5250,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_476",5260,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_477",5270,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_478",5280,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_479",5290,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_480",5300,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_481",5310,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_482",5320,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_483",5330,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_484",5340,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_485",5350,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_486",5360,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_487",5370,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_488",5380,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_489",5390,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_490",5400,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_491",5410,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_492",5420,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_493",5430,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_494",5440,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_495",5450,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_496",5460,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_497",5470,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_498",5480,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_499",5490,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
"eval_case_500",5500,"Authentication failed / cancelled by user",2,3,2,"STOP","STOP","STOP","HIGH","HIGH",false,"NOT_RECOVERED","NOT_RECOVERED"
